CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
VANDALISM,12/17/2017 04:11:00 PM,17-065518,VANDALISM:DAMAGE PROPERTY,03Y,1200 JEFFERSON ST,Oakland,CA,"1200 JEFFERSON ST
Oakland, CA
(37.804348, -122.275635)"
VANDALISM,12/28/2017 10:00:00 PM,18-900780,VANDALISM,,2000 ARDEN PLACE,Oakland,CA,"2000 ARDEN PLACE
Oakland, CA
"
MOTOR VEHICLE THEFT,10/25/2017 02:00:00 PM,17-056582,VEHICLE THEFT - AUTO,04X,1500 JACKSON ST,Oakland,CA,"1500 JACKSON ST
Oakland, CA
(37.802902, -122.264655)"
MOTOR VEHICLE THEFT,11/23/2017 03:53:00 PM,17-061225,VEHICLE THEFT - AUTO,31Y,98TH AV & EDES AV,Oakland,CA,"98TH AV &amp; EDES AV
Oakland, CA
(37.736405, -122.183166)"
MOTOR VEHICLE THEFT,12/31/2017 10:30:00 AM,18-000235,VEHICLE THEFT - AUTO,77X,9600 HILLSIDE ST,Oakland,CA,"9600 HILLSIDE ST
Oakland, CA
"
VANDALISM,11/03/2017 07:35:00 PM,17-917422,VANDALISM,08X,27TH ST & NORTHGATE AV,Oakland,CA,"27TH ST &amp; NORTHGATE AV
Oakland, CA
(37.816476, -122.269833)"
ROBBERY,10/13/2017 01:00:00 AM,17-053669,ROBBERY-FIREARM,14Y,GRAND AV & LAKE PARK AV,Oakland,CA,"GRAND AV &amp; LAKE PARK AV
Oakland, CA
(37.811458, -122.247926)"
MOTOR VEHICLE THEFT,11/09/2017 07:30:00 PM,17-058960,VEHICLE THEFT - AUTO,25X,39TH AV & BAYO ST,Oakland,CA,"39TH AV &amp; BAYO ST
Oakland, CA
(37.792566, -122.193378)"
ASSAULT,12/05/2017 05:44:00 PM,17-063417,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,02X,4TH ST & MARKET ST,Oakland,CA,"4TH ST &amp; MARKET ST
Oakland, CA
(37.800578, -122.283532)"
MOTOR VEHICLE THEFT,01/02/2018 09:35:00 AM,18-000187,VEHICLE THEFT - AUTO,29X,2600 62ND AV,Oakland,CA,"2600 62ND AV
Oakland, CA
(37.770168, -122.187954)"
BURGLARY,12/18/2017 08:20:00 AM,17-065812,BURGLARY-FORCIBLE ENTRY,30X,8100 PLYMOUTH ST,Oakland,CA,"8100 PLYMOUTH ST
Oakland, CA
(37.758084, -122.17616)"
VANDALISM,11/06/2017 06:30:00 PM,17-917477,VANDALISM,22X,FRUITVALE AV & MONTANA ST,Oakland,CA,"FRUITVALE AV &amp; MONTANA ST
Oakland, CA
(37.798863, -122.216827)"
ASSAULT,11/21/2017 09:45:00 PM,17-060951,BATTERY,31X,7000 COLISEUM WY,Oakland,CA,"7000 COLISEUM WY
Oakland, CA
(37.754734, -122.204926)"
THEFT/LARCENY,01/01/2018 12:00:00 PM,18-900769,BURGLARY-AUTO,01X,300 BLK WEBSTER ST,Oakland,CA,"300 BLK WEBSTER ST
Oakland, CA
(37.796079, -122.273352)"
ASSAULT,11/23/2017 06:06:00 AM,17-061158,ASSAULT WITH FIREARM ON PERSON,26X,HIGH ST & INTERNATIONAL BLVD,Oakland,CA,"HIGH ST &amp; INTERNATIONAL BLVD
Oakland, CA
(37.772377, -122.214811)"
THEFT/LARCENY,01/10/2018 09:55:00 AM,18-001718,GRAND THEFT,22Y,3711A MAPLE AV,Oakland,CA,"3711A MAPLE AV
Oakland, CA
(37.798521, -122.203843)"
THEFT/LARCENY,12/04/2017 09:55:00 PM,17-063255,THEFT,18Y,2700 14TH AV,Oakland,CA,"2700 14TH AV
Oakland, CA
(37.796687, -122.232874)"
THEFT/LARCENY,11/03/2017 07:30:00 PM,17-917375,BURGLARY-AUTO,09X,49TH ST & BROADWAY,Oakland,CA,"49TH ST &amp; BROADWAY
Oakland, CA
(37.833558, -122.252996)"
THEFT/LARCENY,12/04/2017 05:00:00 PM,17-063303,BURGLARY-AUTO,25Y,6400 BLUE ROCK CT,Oakland,CA,"6400 BLUE ROCK CT
Oakland, CA
(37.779228, -122.167289)"
ROBBERY,12/29/2017 06:00:00 PM,17-067643,ROBBERY-FIREARM,02Y,8TH ST & CAMPBELL ST,Oakland,CA,"8TH ST &amp; CAMPBELL ST
Oakland, CA
(37.807361, -122.298936)"
THEFT/LARCENY,10/25/2017 06:30:00 AM,17-916880,BURGLARY-AUTO,35X,2300 92ND AVE,Oakland,CA,"2300 92ND AVE
Oakland, CA
(37.753201, -122.164087)"
DISTURBING THE PEACE,11/28/2017 06:28:00 AM,17-061974,DISTURB THE PEACE,19X,100 E 12TH ST,Oakland,CA,"100 E 12TH ST
Oakland, CA
(37.79923, -122.263076)"
ASSAULT,10/15/2017 02:15:00 AM,17-054028,EXHIBIT FIREARM,04X,16T H &CLAY ST ST,Oakland,CA,"16T H &amp;CLAY ST ST
Oakland, CA
"
VANDALISM,10/24/2017 09:50:00 AM,17-916841,VANDALISM,15X,600 ALMA AVE,Oakland,CA,"600 ALMA AVE
Oakland, CA
(37.804296, -122.239172)"
ASSAULT,11/25/2017 02:10:00 PM,17-061528,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,35X,90TH AV & MACARTHUR BLVD,Oakland,CA,"90TH AV &amp; MACARTHUR BLVD
Oakland, CA
(37.755618, -122.161308)"
THEFT/LARCENY,01/01/2018 01:20:00 AM,18-000022,RECEIVE/ETC KNOWN STOLEN PROPERTY,06X,3000 SAN PABLO AV,Oakland,CA,"3000 SAN PABLO AV
Oakland, CA
(37.821169, -122.276625)"
ASSAULT,01/01/2018 01:31:00 AM,18-000025,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27X,2400 COLE ST,Oakland,CA,"2400 COLE ST
Oakland, CA
(37.775134, -122.198706)"
ASSAULT,01/01/2018 12:12:00 AM,18-000004,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,21X,2600 E 27TH ST,Oakland,CA,"2600 E 27TH ST
Oakland, CA
(37.79142, -122.22244)"
MOTOR VEHICLE THEFT,12/01/2017 12:00:00 PM,17-063188,VEHICLE THEFT - AUTO,02X,1000 7TH ST,Oakland,CA,"1000 7TH ST
Oakland, CA
(37.803233, -122.284972)"
THEFT/LARCENY,11/10/2017 05:38:00 PM,17-059033,GRAND THEFT,03X,9TH ST & BROADWAY,Oakland,CA,"9TH ST &amp; BROADWAY
Oakland, CA
(37.800897, -122.273386)"
ROBBERY,10/14/2017 11:35:00 PM,17-054006,ROBBERY-FIREARM,02Y,1100 PERALTA ST,Oakland,CA,"1100 PERALTA ST
Oakland, CA
(37.809194, -122.295674)"
THEFT/LARCENY,10/21/2017 02:30:00 PM,17-055338,BURGLARY-AUTO,01X,EMBARCADERO WEST & WEBSTER ST,Oakland,CA,"EMBARCADERO WEST &amp; WEBSTER ST
Oakland, CA
(37.79448, -122.274348)"
ROBBERY,11/15/2017 07:15:00 AM,17-059786,ROBBERY-FIREARM,24X,41ST AV & FOOTHILL BLVD,Oakland,CA,"41ST AV &amp; FOOTHILL BLVD
Oakland, CA
(37.776508, -122.213848)"
SEX CRIMES,11/30/2017 10:48:00 PM,17-062524,DISORDERLY CONDUCT:PROSTITUTION,19X,9TH AV & INTERNATIONAL BLVD,Oakland,CA,"9TH AV &amp; INTERNATIONAL BLVD
Oakland, CA
(37.792812, -122.250526)"
MOTOR VEHICLE THEFT,12/03/2017 10:00:00 PM,17-063223,VEHICLE THEFT - AUTO,18Y,2400 23RD AV,Oakland,CA,"2400 23RD AV
Oakland, CA
(37.790867, -122.228981)"
THEFT/LARCENY,10/16/2017 04:30:00 PM,17-916763,THEFT,04X,400 20TH ST,Oakland,CA,"400 20TH ST
Oakland, CA
(37.808673, -122.267259)"
THEFT/LARCENY,12/09/2017 04:30:00 PM,17-919509,GRAND THEFT,14X,400 GRAND AVE,Oakland,CA,"400 GRAND AVE
Oakland, CA
(37.808774, -122.253814)"
THEFT/LARCENY,01/03/2018 10:00:00 AM,18-000464,BURGLARY-AUTO,07X,2500 MANDELA PKWY,Oakland,CA,"2500 MANDELA PKWY
Oakland, CA
(37.81977, -122.288991)"
ASSAULT,12/18/2017 09:18:00 PM,17-065793,BATTERY W/SERIOUS BODILY INJURY,31Y,200 GANNON RD,Oakland,CA,"200 GANNON RD
Oakland, CA
(37.731266, -122.192618)"
ASSAULT,01/10/2018 01:00:00 AM,18-001662,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,31X,700 73RD AV,Oakland,CA,"700 73RD AV
Oakland, CA
(37.752413, -122.197729)"
MOTOR VEHICLE THEFT,12/12/2017 08:00:00 PM,17-064823,VEHICLE THEFT - AUTO,08X,24TH ST & TELEGRAPH AV,Oakland,CA,"24TH ST &amp; TELEGRAPH AV
Oakland, CA
(37.81347, -122.268584)"
MOTOR VEHICLE THEFT,01/05/2018 06:00:00 PM,18-001034,VEHICLE THEFT - OTHER VEHICLES,26Y,71S T AV & HAWLEY ST,Oakland,CA,"71S T AV &amp; HAWLEY ST
Oakland, CA
"
THEFT/LARCENY,11/27/2017 07:20:00 PM,17-918668,BURGLARY-AUTO,,00,Oakland,CA,"00
Oakland, CA
"
MOTOR VEHICLE THEFT,11/08/2017 08:30:00 PM,17-058852,VEHICLE THEFT - AUTO,31Y,100 HEGENBERGER LOOP,Oakland,CA,"100 HEGENBERGER LOOP
Oakland, CA
(37.734807, -122.195819)"
THEFT/LARCENY,10/16/2017 08:35:00 PM,17-054389,BURGLARY-AUTO,25X,4000 MACARTHUR BLVD,Oakland,CA,"4000 MACARTHUR BLVD
Oakland, CA
(37.79043, -122.197613)"
MOTOR VEHICLE THEFT,12/07/2017 12:17:00 AM,17-063638,VEHICLE THEFT - AUTO,19X,1200 7TH AV,Oakland,CA,"1200 7TH AV
Oakland, CA
(37.793688, -122.253026)"
THEFT/LARCENY,10/14/2017 10:00:00 PM,17-916348,THEFT,77X,MACARTHUR & 40TH,Oakland,CA,"MACARTHUR &amp; 40TH
Oakland, CA
"
ASSAULT,12/04/2017 09:45:00 AM,17-063107,BATTERY,14Y,00 MOSS AV,Oakland,CA,"00 MOSS AV
Oakland, CA
"
ASSAULT,11/22/2017 08:59:00 PM,17-061107,BATTERY,22X,3500 RHODA AV,Oakland,CA,"3500 RHODA AV
Oakland, CA
(37.798752, -122.209856)"
BURGLARY,01/10/2018 11:03:00 AM,18-001656,BURGLARY-FORCIBLE ENTRY,19X,2000 FOOTHILL BLVD,Oakland,CA,"2000 FOOTHILL BLVD
Oakland, CA
(37.787495, -122.238406)"
THEFT/LARCENY,11/27/2017 07:10:00 PM,17-918652,BURGLARY-AUTO,31X,8300 OAKPORT ST,Oakland,CA,"8300 OAKPORT ST
Oakland, CA
(37.740775, -122.198319)"
ASSAULT,12/04/2017 04:00:00 AM,17-063081,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,34X,8500 INTERNATIONAL BLVD,Oakland,CA,"8500 INTERNATIONAL BLVD
Oakland, CA
(37.753485, -122.17717)"
THEFT/LARCENY,10/22/2017 09:30:00 AM,17-916853,THEFT,08X,2800 SUMMIT ST,Oakland,CA,"2800 SUMMIT ST
Oakland, CA
(37.81639, -122.264966)"
MOTOR VEHICLE THEFT,12/18/2017 08:15:00 AM,17-065624,VEHICLE THEFT - AUTO,19X,2000 E 15TH ST,Oakland,CA,"2000 E 15TH ST
Oakland, CA
(37.786465, -122.238863)"
THEFT/LARCENY,12/07/2017 05:47:00 PM,17-919545,BURGLARY-AUTO,,22ND ST./FRANKLIN ST.,Oakland,CA,"22ND ST./FRANKLIN ST.
Oakland, CA
"
ROBBERY,12/28/2017 06:16:00 PM,17-067482,ROBBERY-FIREARM,20X,ALAMEDA AV & FRUITVALE AV,Oakland,CA,"ALAMEDA AV &amp; FRUITVALE AV
Oakland, CA
(37.769579, -122.229737)"
MOTOR VEHICLE THEFT,11/13/2017 08:15:00 PM,17-059685,VEHICLE THEFT - AUTO,25X,35TH AV & MACARTHUR BLVD,Oakland,CA,"35TH AV &amp; MACARTHUR BLVD
Oakland, CA
(37.793807, -122.200688)"
THEFT/LARCENY,10/21/2017 06:00:00 PM,17-916754,THEFT,10Y,800 STANFORD AVE,Oakland,CA,"800 STANFORD AVE
Oakland, CA
(37.846191, -122.273019)"
BURGLARY,12/04/2017 10:18:00 PM,17-063250,BURGLARY-NO FORCE,25X,3500 VICTOR AV,Oakland,CA,"3500 VICTOR AV
Oakland, CA
(37.797854, -122.19284)"
ASSAULT,01/10/2018 10:22:00 PM,18-001758,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,13Z,SHEPHERD CANYON RD&SKYLINE BLVD,Oakland,CA,"SHEPHERD CANYON RD&amp;SKYLINE BLVD
Oakland, CA
"
MOTOR VEHICLE THEFT,11/12/2017 07:00:00 AM,17-062051,VEHICLE THEFT - AUTO,24X,2000 36TH AV,Oakland,CA,"2000 36TH AV
Oakland, CA
(37.78214, -122.216738)"
THEFT/LARCENY,12/11/2017 09:05:00 AM,17-919535,BURGLARY-AUTO,,13TH AVE,Oakland,CA,"13TH AVE
Oakland, CA
"
THEFT/LARCENY,10/13/2017 08:00:00 PM,17-916252,BURGLARY-AUTO,03X,1000BLK HARRISON ST,Oakland,CA,"1000BLK HARRISON ST
Oakland, CA
(37.800161, -122.269343)"
BURGLARY,12/03/2017 07:57:00 PM,17-063197,BURGLARY-FORCIBLE ENTRY,30X,7800 HOLLY ST,Oakland,CA,"7800 HOLLY ST
Oakland, CA
(37.759648, -122.180139)"
THEFT/LARCENY,10/13/2017 07:30:00 PM,17-916230,THEFT,19X,100 EMBARCADERO,Oakland,CA,"100 EMBARCADERO
Oakland, CA
(37.791482, -122.266034)"
ROBBERY,12/09/2017 09:25:00 AM,17-064082,ROBBERY-FIREARM,26X,50TH AV & E 12TH ST,Oakland,CA,"50TH AV &amp; E 12TH ST
Oakland, CA
(37.76765, -122.210644)"
THEFT/LARCENY,12/19/2017 01:07:00 AM,17-065809,BURGLARY-AUTO,33X,1300 97TH AV,Oakland,CA,"1300 97TH AV
Oakland, CA
(37.74433, -122.172593)"
ROBBERY,10/13/2017 01:40:00 PM,17-053742,CARJACKING WITH FIREARM,31Y,98TH AV & DENSLOWE AV,Oakland,CA,"98TH AV &amp; DENSLOWE AV
Oakland, CA
(37.733746, -122.185807)"
WEAPONS,11/10/2017 10:15:00 AM,17-058985,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,17X,1900 7TH AV,Oakland,CA,"1900 7TH AV
Oakland, CA
(37.797567, -122.247558)"
ASSAULT,12/05/2017 02:20:00 PM,17-063369,BATTERY,34X,89TH AV & INTERNATIONAL BLVD,Oakland,CA,"89TH AV &amp; INTERNATIONAL BLVD
Oakland, CA
(37.750357, -122.174851)"
MOTOR VEHICLE THEFT,11/01/2017 01:20:00 PM,17-917045,ATTEMPT VEHICLE THEFT-AUTO,01X,4TH ST & ALICE ST,Oakland,CA,"4TH ST &amp; ALICE ST
Oakland, CA
(37.795562, -122.270736)"
THEFT/LARCENY,10/21/2017 09:45:00 AM,17-916781,BURGLARY-AUTO,26Y,1200 77TH AVE,Oakland,CA,"1200 77TH AVE
Oakland, CA
(37.75599, -122.186781)"
THEFT/LARCENY,11/21/2017 03:00:00 PM,17-060895,BURGLARY-AUTO,03X,1200 OAK ST,Oakland,CA,"1200 OAK ST
Oakland, CA
(37.799902, -122.263602)"
THEFT/LARCENY,10/21/2017 08:00:00 PM,17-916761,BURGLARY-AUTO,,300 VALDEZ ST,Oakland,CA,"300 VALDEZ ST
Oakland, CA
"
THEFT/LARCENY,11/27/2017 08:30:00 PM,17-918686,BURGLARY-AUTO,13X,5600 ESTATES DRIVE,Oakland,CA,"5600 ESTATES DRIVE
Oakland, CA
(37.834432, -122.219493)"
THEFT/LARCENY,12/05/2017 12:48:00 PM,17-063357,THEFT,10Y,800 56TH ST,Oakland,CA,"800 56TH ST
Oakland, CA
(37.840666, -122.269999)"
VANDALISM,11/23/2017 03:00:00 AM,17-061148,VANDALISM,26Y,1000 76TH AV,Oakland,CA,"1000 76TH AV
Oakland, CA
(37.754202, -122.19097)"
MOTOR VEHICLE THEFT,12/12/2017 09:59:00 AM,17-064562,VEHICLE THEFT - AUTO,26X,E 12TH ST & HIGH ST,Oakland,CA,"E 12TH ST &amp; HIGH ST
Oakland, CA
(37.771413, -122.216094)"
DISTURBING THE PEACE,12/24/2017 12:15:00 PM,17-067064,DISTURB THE PEACE,01X,00 EMBARCADERO WEST,Oakland,CA,"00 EMBARCADERO WEST
Oakland, CA
"
THEFT/LARCENY,11/26/2017 11:00:00 PM,17-918667,BURGLARY-AUTO,,300 W 2ND ST,Oakland,CA,"300 W 2ND ST
Oakland, CA
(37.794698, -122.272877)"
BURGLARY,10/24/2017 10:15:00 AM,17-055904,BURGLARY-FORCIBLE ENTRY,13X,00 BEECHWOOD DR,Oakland,CA,"00 BEECHWOOD DR
Oakland, CA
"
ROBBERY,12/31/2017 12:40:00 PM,17-067866,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",03X,14TH ST & JACKSON ST,Oakland,CA,"14TH ST &amp; JACKSON ST
Oakland, CA
(37.801984, -122.265237)"
MOTOR VEHICLE THEFT,10/18/2017 11:48:00 PM,17-054826,VEHICLE THEFT - AUTO,26Y,72ND AV & HAMILTON ST,Oakland,CA,"72ND AV &amp; HAMILTON ST
Oakland, CA
(37.757446, -122.191302)"
THEFT/LARCENY,11/21/2017 03:17:00 PM,17-060918,THEFT,04X,1400 CLAY ST,Oakland,CA,"1400 CLAY ST
Oakland, CA
(37.805597, -122.273393)"
ASSAULT,12/12/2017 08:16:00 PM,17-064650,EXHIBIT FIREARM,30Y,77TH AV & BANCROFT AV,Oakland,CA,"77TH AV &amp; BANCROFT AV
Oakland, CA
(37.764013, -122.17437)"
ASSAULT,01/11/2018 09:40:00 AM,18-001827,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,26Y,7900 INTERNATIONAL BLVD,Oakland,CA,"7900 INTERNATIONAL BLVD
Oakland, CA
(37.756951, -122.182248)"
MOTOR VEHICLE THEFT,12/07/2017 08:42:00 AM,17-063666,VEHICLE THEFT - AUTO,26Y,7100 HAMILTON ST,Oakland,CA,"7100 HAMILTON ST
Oakland, CA
(37.757861, -122.19173)"
MOTOR VEHICLE THEFT,12/04/2017 05:00:00 PM,17-063294,VEHICLE THEFT - AUTO,02X,5TH ST & BRUSH ST,Oakland,CA,"5TH ST &amp; BRUSH ST
Oakland, CA
(37.800937, -122.282178)"
MOTOR VEHICLE THEFT,11/27/2017 02:56:00 AM,17-061770,VEHICLE THEFT - AUTO,35X,92ND AV & BANCROFT AV,Oakland,CA,"92ND AV &amp; BANCROFT AV
Oakland, CA
(37.752698, -122.16516)"
ASSAULT,01/01/2018 12:26:00 AM,18-000008,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,29X,3400 64TH AV PL,Oakland,CA,"3400 64TH AV PL
Oakland, CA
(37.774278, -122.178315)"
THEFT/LARCENY,12/28/2017 08:10:00 PM,18-000045,THEFT,24X,4000 SAN JUAN ST,Oakland,CA,"4000 SAN JUAN ST
Oakland, CA
(37.7782, -122.214332)"
VANDALISM,12/09/2017 07:30:00 PM,17-919494,VANDALISM,14Y,400 LAKE PARK AVE,Oakland,CA,"400 LAKE PARK AVE
Oakland, CA
(37.811458, -122.247926)"
ASSAULT,01/05/2018 09:09:00 PM,18-000932,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,19X,1ST AVENUE PL & INTERNATIONAL BLVD,Oakland,CA,"1ST AVENUE PL &amp; INTERNATIONAL BLVD
Oakland, CA
(37.798654, -122.25711)"
THEFT/LARCENY,10/24/2017 08:16:00 AM,17-916812,THEFT,30X,8100 INTERNATIONAL BOULEVARD,Oakland,CA,"8100 INTERNATIONAL BOULEVARD
Oakland, CA
(37.756141, -122.180557)"
BURGLARY,01/01/2018 06:10:00 AM,18-000059,BURGLARY-FORCIBLE ENTRY,03X,300 10TH ST,Oakland,CA,"300 10TH ST
Oakland, CA
(37.800161, -122.269343)"
THEFT/LARCENY,01/01/2018 10:00:00 AM,18-900783,THEFT,,1500 PRESCOTT ST,Oakland,CA,"1500 PRESCOTT ST
Oakland, CA
(37.814629, -122.298013)"
THEFT/LARCENY,12/05/2017 05:50:00 PM,17-063438,BURGLARY-AUTO,01X,2ND ST & FRANKLIN ST,Oakland,CA,"2ND ST &amp; FRANKLIN ST
Oakland, CA
(37.795585, -122.275115)"
MOTOR VEHICLE THEFT,12/01/2017 05:00:00 AM,17-062592,VEHICLE THEFT - AUTO,26Y,72ND AV & HAWLEY ST,Oakland,CA,"72ND AV &amp; HAWLEY ST
Oakland, CA
(37.755164, -122.194892)"
VANDALISM,11/16/2017 10:50:00 AM,17-059992,VANDALISM [UNDER $400],05X,2100 POPLAR ST,Oakland,CA,"2100 POPLAR ST
Oakland, CA
(37.815443, -122.287397)"
THEFT/LARCENY,12/31/2017 05:30:00 PM,18-000141,THEFT,20X,2400 E 16TH ST,Oakland,CA,"2400 E 16TH ST
Oakland, CA
(37.784158, -122.232871)"
ASSAULT,11/09/2017 06:00:00 PM,17-058885,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,31Z,10300 PEARMAIN ST,Oakland,CA,"10300 PEARMAIN ST
Oakland, CA
(37.735753, -122.177979)"
THEFT/LARCENY,10/24/2017 09:30:00 PM,17-916903,BURGLARY-AUTO,04X,2200BLK TELEGRAPH AVE,Oakland,CA,"2200BLK TELEGRAPH AVE
Oakland, CA
(37.811615, -122.269048)"
VANDALISM,11/23/2017 05:05:00 AM,17-061137,VANDALISM:DAMAGE PROPERTY,04X,1400 JACKSON ST,Oakland,CA,"1400 JACKSON ST
Oakland, CA
(37.801984, -122.265237)"
THEFT/LARCENY,10/20/2017 08:35:00 PM,17-916756,BURGLARY-AUTO,12X,4500 SHATTUCK AVE,Oakland,CA,"4500 SHATTUCK AVE
Oakland, CA
(37.833147, -122.263586)"
ASSAULT,12/19/2017 10:40:00 AM,17-065873,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,11X,5600 SHATTUCK AV,Oakland,CA,"5600 SHATTUCK AV
Oakland, CA
(37.841319, -122.264638)"
MOTOR VEHICLE THEFT,10/28/2017 10:52:00 PM,17-056698,VEHICLE THEFT - AUTO,32X,1400 101ST AV,Oakland,CA,"1400 101ST AV
Oakland, CA
(37.742106, -122.168833)"
THEFT/LARCENY,01/10/2018 05:50:00 PM,18-001738,THEFT,08X,100 GRAND AV,Oakland,CA,"100 GRAND AV
Oakland, CA
(37.811432, -122.265382)"
VANDALISM,12/10/2017 01:00:00 AM,17-919498,VANDALISM,21Y,2600 FRUITVALE AVE,Oakland,CA,"2600 FRUITVALE AVE
Oakland, CA
(37.788639, -122.220808)"
ASSAULT,10/30/2017 08:00:00 PM,17-057031,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,02Y,8TH ST & CAMPBELL ST,Oakland,CA,"8TH ST &amp; CAMPBELL ST
Oakland, CA
(37.807361, -122.298936)"
ASSAULT,11/05/2017 08:00:00 AM,17-058083,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,25X,38TH AV & MACARTHUR BLVD,Oakland,CA,"38TH AV &amp; MACARTHUR BLVD
Oakland, CA
(37.790782, -122.197934)"
THEFT/LARCENY,11/22/2017 08:30:00 AM,17-918646,BURGLARY-AUTO,13Y,00 VICENTE PLACE,Oakland,CA,"00 VICENTE PLACE
Oakland, CA
"
ASSAULT,12/19/2017 07:10:00 PM,17-065975,BATTERY,10X,1000 STANFORD AV,Oakland,CA,"1000 STANFORD AV
Oakland, CA
(37.842759, -122.278898)"
ROBBERY,01/11/2018 06:35:00 AM,18-001799,ATTEMPTED ROBBERY-FIREARM,31Z,500 ALMANZA DR,Oakland,CA,"500 ALMANZA DR
Oakland, CA
(37.729195, -122.17822)"
THEFT/LARCENY,01/10/2018 08:00:00 AM,18-001665,BURGLARY-AUTO,09X,100 41ST ST,Oakland,CA,"100 41ST ST
Oakland, CA
(37.826131, -122.251347)"
THEFT/LARCENY,12/08/2017 12:30:00 PM,17-065604,GRAND THEFT,32Y,10600 MACARTHUR BLVD,Oakland,CA,"10600 MACARTHUR BLVD
Oakland, CA
(37.742651, -122.15211)"
THEFT/LARCENY,12/10/2017 09:00:00 PM,17-919542,THEFT,09X,4200 TERRACE ST,Oakland,CA,"4200 TERRACE ST
Oakland, CA
(37.829605, -122.254302)"
THEFT/LARCENY,11/03/2017 03:00:00 PM,17-058226,BURGLARY-AUTO,13X,CLAREWOOD DR & TRUITT LN,Oakland,CA,"CLAREWOOD DR &amp; TRUITT LN
Oakland, CA
(37.83542, -122.229536)"
MOTOR VEHICLE THEFT,10/15/2017 05:00:00 PM,17-054490,VEHICLE THEFT - AUTO,14Y,BOULEVARD WY & CROFTON AV,Oakland,CA,"BOULEVARD WY &amp; CROFTON AV
Oakland, CA
(37.818474, -122.240047)"
THEFT/LARCENY,11/23/2017 07:56:00 AM,17-061162,THEFT,01X,200 5TH ST,Oakland,CA,"200 5TH ST
Oakland, CA
(37.795475, -122.268302)"
DUI,10/22/2017 12:18:00 AM,17-055373,DUI ALCOHOL/DRUGS,30X,73RD AV & BANCROFT AV,Oakland,CA,"73RD AV &amp; BANCROFT AV
Oakland, CA
(37.765872, -122.176889)"
THEFT/LARCENY,10/25/2017 03:30:00 AM,17-916876,BURGLARY-AUTO,15X,200 HANOVER AVE,Oakland,CA,"200 HANOVER AVE
Oakland, CA
(37.802563, -122.253945)"
THEFT/LARCENY,11/21/2017 06:00:00 PM,17-060953,BURGLARY-AUTO,04X,BROADWAY & 17TH ST,Oakland,CA,"BROADWAY &amp; 17TH ST
Oakland, CA
(37.806655, -122.269719)"
ASSAULT,12/23/2017 01:43:00 PM,17-066691,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,14X,GRAND AV & PERKINS ST,Oakland,CA,"GRAND AV &amp; PERKINS ST
Oakland, CA
(37.808964, -122.256139)"
THEFT/LARCENY,11/03/2017 10:00:00 PM,17-917413,BURGLARY-AUTO,08X,27TH ST & NORTHGATE AV,Oakland,CA,"27TH ST &amp; NORTHGATE AV
Oakland, CA
(37.816476, -122.269833)"
MOTOR VEHICLE THEFT,12/19/2017 12:00:00 PM,17-065890,VEHICLE THEFT - AUTO,26X,COLISEUM WY & INDEPENDENT RD,Oakland,CA,"COLISEUM WY &amp; INDEPENDENT RD
Oakland, CA
(37.75636, -122.206629)"
THEFT/LARCENY,12/18/2017 06:40:00 AM,17-065630,BURGLARY-AUTO,21X,2300 E 22ND ST,Oakland,CA,"2300 E 22ND ST
Oakland, CA
(37.789451, -122.230943)"
ASSAULT,01/11/2018 09:22:00 AM,18-001820,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,30Y,I-80 WEST,Oakland,CA,"I-80 WEST
Oakland, CA
"
DUI,12/17/2017 08:22:00 PM,17-065556,DUI ALCOHOL/DRUGS,13Z,GOULDIN RD & THORNHILL DR,Oakland,CA,"GOULDIN RD &amp; THORNHILL DR
Oakland, CA
(37.837741, -122.211022)"
THEFT/LARCENY,11/16/2017 02:37:00 AM,17-059993,BURGLARY-AUTO,24X,3900 NEVIL ST,Oakland,CA,"3900 NEVIL ST
Oakland, CA
(37.784285, -122.207484)"
ASSAULT,11/23/2017 03:15:00 PM,17-061217,BATTERY,04X,1500 JACKSON ST,Oakland,CA,"1500 JACKSON ST
Oakland, CA
(37.802902, -122.264655)"
ASSAULT,11/10/2017 02:00:00 AM,17-058929,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,35Y,3600 MALCOLM AV,Oakland,CA,"3600 MALCOLM AV
Oakland, CA
(37.746522, -122.139148)"
